District,rep_party_2012,GOP2012,DEM2012,GOP_spend_dif_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,open_seat_2012,winning_party_2012,rep_party_2014,GOP2014,DEM2014,GOP_spend_dif_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016,DEM2016,GOP_spend_dif_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,open_seat_2016,winning_party_2016,rep_party_2018,GOP2018,DEM2018,GOP_spend_dif_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,open_seat_2018,winning_party_2018,COOK_PVI,white,black,latino,asian and pacific island,native,other,bach degree or higher among 25up,whiteBA,median_income,noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
NY22,R,1471432.5,349668.25,1121764.25,60.7,39.3,21.4,,R,R,0,0,0,,0,0,,D,Open-Used to be GOP,3217357.44,4616257.43,-1398899.99,46.5,41,5.5,,R,DEM,9312022.19,13035852.28,-3723830.09,49.7,50.3,-0.6,0,D,6,91.3,3.3,2.7,1.4,0.2,1,26,26.5,52967,67,15.48,0.48,0.05,Rural-suburban mix
NY23,R,2252909.26,432,2252477.26,51.9,48.1,3.8,,R,R,4172248.9,2374591.1,1797657.8,,38.3,-38.3,,D,R,3636719.93,1704980.99,1931738.94,57.6,42.4,15.2,,R,GOP,3699547.57,1796660.38,1902887.19,55,45,10,0,R,6,91.6,2.8,2.9,1.2,0.5,1.1,26.1,25.7,48730,68,14.88,1.21,-0.82,Pure rural
NY24,R,4892787.85,4983860.08,-91072.23,47,53,-6,,D,D,3522920.79,5036758.47,-1513837.68,,40.3,-40.3,,D,R,4998504.59,2720243.6,2278260.99,60.5,39.4,21.1,,R,GOP,4545021.28,5298293.11,-753271.83,53.1,46.9,6.2,0,R,-3,86.8,7,3.1,1.3,0.5,1.3,30.3,31.4,56388,59.5,-3.65,-15.96,-14.17,Rural-suburban mix
NY25,D,3211707.89,2924414.67,287293.22,42.6,57.4,-14.8,,D,D,193193.41,804388.44,-611195.03,,50.2,-50.2,,D,D,221505.29,1615950.78,-1394445.49,43.8,56.1,-12.3,,D,DEM,960476,1767147,-806671,41.4,58.6,-17.2,1,D,-8,76.4,13.5,6.5,2.1,0.2,1.3,37.3,42.9,53723,43.5,-16.37,-19.36,-18.87,Sparse suburban
NY26,D,0,1031409.79,-1031409.79,25.2,74.8,-49.6,,D,D,71418.49,663042.11,-591623.62,,68.1,-68.1,,D,D,0,617043.91,-617043.91,25.4,74.6,-49.2,,D,DEM,0,881375,-881375,26.9,73.1,-46.2,0,D,-11,75.5,16.5,4.7,1.7,0.3,1.2,30.8,34.1,47358,49.7,-19.64,-29.64,-28.42,Urban-suburban mix
NY27,D,3689362.91,6488833.76,-2799470.85,50.8,49.2,1.6,,R,R,366415.49,20967.24,345448.25,,28.9,-28.9,,D,R,1085159.37,0,1085159.37,67.2,32.8,34.4,,R,GOP,1805621,1276674.03,528946.97,51.6,48.4,3.2,0,R,11,93.6,2.5,1.9,0.8,0.6,0.7,30.7,31,62698,64.5,24.44,12.4,9.45,Pure rural
NC1,D,NA,NA,NA,,Redrawn,NA,,D,D,NA,NA,NA,,Redrawn,NA,,D,D,NA,NA,NA,29,68.6,-39.6,,D,DEM,29659,880387,-850728,30.2,69.8,-39.6,0,D,-17,47.8,46.1,2.6,1.3,0.7,1.4,27.7,37.7,40895,29.7,-37.07,-36.87,-35.23,Rural-suburban mix
NC2,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,56.7,43.3,13.4,,R,GOP,4782017.77,3502261.7,1279756.07,54.3,45.7,8.6,0,R,7,72.2,20.5,4.1,1.4,0.5,1.3,36.2,40.5,65792,42.9,9.65,12.96,9.54,Rural-suburban mix
NC3,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,67.2,32.8,34.4,,R,DEM,565425,0,565425,100,0,100,0,R,12,72.2,20.6,4.3,1,0.4,1.6,22.8,25.9,47565,53.4,23.68,17.92,14.34,Pure rural
NC4,D,NA,NA,NA,,Redrawn,NA,,D,D,NA,NA,NA,,Redrawn,NA,,D,D,NA,NA,NA,31.8,68.2,-36.4,,D,DEM,0,939283,-939283,27.7,72.3,-44.6,0,D,-17,66,23.3,3.9,4.9,0.4,1.6,54.5,63.9,70587,23.8,-40.03,-30.3,-32.54,Sparse suburban
NC5,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,58.4,41.6,16.8,,R,GOP,2224579,374275.64,1850303.36,57.2,42.8,14.4,0,R,10,80.3,14.4,3.1,0.9,0.3,0.9,26.3,27.7,45001,58,17.59,14.21,9.57,Rural-suburban mix
NC6,R,NA,NA,NA,,Redrawn,NA,,D,Open-Used to be GOP,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,59.2,40.8,18.4,,R,GOP,733296,309031,424265,56.6,43.4,13.2,0,R,9,73.8,20.6,3.1,1,0.4,1.1,24.6,28.3,47335,52.8,14.68,12.76,8.52,Rural-suburban mix
NC7,D,NA,NA,NA,,Redrawn,NA,,D,Open-Used to be Dem,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,60.9,39.1,21.8,,R,GOP,1323881,853521,470360,57.3,42.7,14.6,0,R,9,74.7,20,2.8,0.6,0.7,1.2,24.9,29.7,45002,52.4,17.7,12.64,9.9,Pure rural
NC8,D,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,58.8,41.2,17.6,,R,GOP,2022675,649468,1373207,55.4,44.6,10.8,0,R,8,67.6,22.6,5.4,1.5,1,1.8,26.5,29.5,50570,47.6,14.99,10.32,8.56,Pure rural
NC9,Open Post-Redistrict,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,58.2,41.8,16.4,,R,DEM,5105654.85,10917691.13,-5812036.28,51.2,48.8,2.4,1,R,8,65.7,20,3.1,1.7,8.3,1.3,33.8,41.5,55913,38.4,11.6,11.59,8.81,Sparse suburban
NC10,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,63.1,36.9,26.2,,R,GOP,3752756,126574,3626182,59.3,40.7,18.6,0,R,12,83.5,11.7,2.4,1.1,0.3,0.9,24.6,26.5,46508,61.3,24.66,18.05,15.82,Rural-suburban mix
NC11,Open Post-Redistrict,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,64.1,35.9,28.2,,R,GOP,1262483,229052,1033431,61.3,38.7,22.6,0,R,14,91.6,3.1,2,0.9,1.3,1,24,25.2,43855,68.5,29.17,20.57,15.51,Pure rural
NC12,D,NA,NA,NA,,Redrawn,NA,,D,Open-Used to be Dem,NA,NA,NA,,Redrawn,NA,,D,D,NA,NA,NA,33,67,-34,,D,DEM,0,514349,-514349,27,73,-46,0,D,-18,49.7,39.4,5.6,3.1,0.3,2,39.8,52.3,59268,23.7,-40.01,-36.49,-37.89,Sparse suburban
NC13,Open Post-Redistrict,NA,NA,NA,,Redrawn,NA,,D,R,NA,NA,NA,,Redrawn,NA,,D,Open-Used to be GOP,NA,NA,NA,56.1,43.9,12.2,,R,GOP,5021451.17,5998729.08,-977277.91,54.5,45.5,9,0,R,6,72.1,21.9,2.7,1.9,0.4,1.1,27,29.6,47440,50.7,9.39,6.8,3.11,Rural-suburban mix
NDAL,Open Post-Redistrict,1383608.07,1019196.67,364411.4,56.8,43.2,13.6,,R,R,1547723.11,1022135.14,525587.97,,38.5,-38.5,,D,R,1035999.28,213602.98,822396.3,69.1,23.7,45.4,,R,GOP,1648001.36,998313.73,649687.63,64.4,35.6,28.8,1,R,16,90.1,1.4,2.2,0.6,4.3,1.4,29.6,31,60656,62.1,36.41,19.75,8.68,Rural-suburban mix
OH1,R,738633.86,391,738242.86,60.6,39.4,21.2,,R,R,636368.81,309874.04,326494.77,,36.8,-36.8,,D,R,694473.37,246494.17,447979.2,59.2,40.8,18.4,,R,GOP,7713916.25,6495676.35,1218239.9,53.6,46.4,7.2,0,R,5,74.5,20.7,1.4,1.8,0.1,1.3,33.8,37.8,55712,46.3,6.65,6.14,4.56,Sparse suburban
OH2,Open Post-Redistrict,911689.03,0,911689.03,58.6,41.4,17.2,,R,R,917602.2,299158.91,618443.29,,34,-34,,D,R,844399.79,8953.4,835446.39,65,32.8,32.2,,R,GOP,1568763,580000,988763,59,41,18,0,R,9,88.2,8.2,1.2,0.8,0.2,1.4,32.3,33.1,55472,59,16.09,11.09,9.88,Rural-suburban mix
OH3,Open Post-Redistrict,25243.2,731036.88,-705793.68,27.8,72.2,-44.4,,D,D,3059,612031.14,-608972.14,,64.1,-64.1,,D,D,0,689664.44,-689664.44,31.4,68.6,-37.2,,D,DEM,0,709254,-709254,26.7,73.3,-46.6,0,D,-19,62,30.3,2.7,2,0.2,2.8,27.8,33.1,45860,41.4,-38.4,-40.75,-36.05,Dense suburban
OH4,R,839919.17,27736.27,812182.9,61.5,38.5,23,,R,R,1016222.54,44108.16,972114.38,,32.3,-32.3,,D,R,424985.51,81874.2,343111.31,68,32,36,,R,GOP,1596036.89,697339,898697.89,65.4,34.6,30.8,0,R,14,90.4,5.1,2.5,0.5,0.2,1.2,17.9,18.1,52632,74,33.6,13.97,10.76,Rural-suburban mix
OH5,R,1284548.04,471537.9,813010.14,59.4,40.6,18.8,,R,R,777771.48,59444.38,718327.1,,28.9,-28.9,,D,R,761745.1,0,761745.1,70.9,29.1,41.8,,R,GOP,1736033.04,211954,1524079.04,65,35,30,0,R,11,91.7,2.8,3.7,0.9,0.1,0.8,26.2,26.1,57171,67.8,25.09,9.8,6.15,Rural-suburban mix
OH6,R,6146733.45,4528073.56,1618659.89,53.3,46.7,6.6,,R,R,1949066.32,982177.48,966888.84,,38.6,-38.6,,D,R,1350957.09,4890.34,1346066.75,70.7,29.3,41.4,,R,GOP,1648231.03,25481,1622750.03,69.3,30.7,38.6,0,R,16,95.5,2.3,0.7,0.3,0.2,1,15.9,16.1,46839,80.1,42.6,12.52,8.4,Pure rural
OH7,Open Post-Redistrict,1369343.92,950869.98,418473.94,56.4,43.6,12.8,,R,R,0,0,0,,0,0,,D,R,825887.18,9072.85,816814.33,64,29,35,,R,GOP,1931620.06,3231839.46,-1300219.4,58.9,41.1,17.8,0,R,12,93.2,3.7,1.3,0.4,0.1,1.2,20.9,21.1,53374,73.5,29.66,9.48,4.07,Rural-suburban mix
OH8,R,0,0,0,100,0,100,,R,R,18032189.48,239959.16,17792230.32,,27.4,-27.4,,D,R,890232.79,3774,886458.79,68.8,27,41.8,,R,GOP,0,0,0,66.8,33.2,33.6,0,R,17,90.3,5.5,1.6,1.1,0.1,1.4,23.8,24.1,58213,68.5,34.51,25.46,22.13,Rural-suburban mix
OH9,D,421872.53,1588127.19,-1166254.66,24,76,-52,,D,D,0,652304.45,-652304.45,,67.7,-67.7,,D,D,32382.68,702774.18,-670391.5,31.3,68.7,-37.4,,D,DEM,40244,658102,-617858,32.4,67.6,-35.2,0,D,-14,74.3,14.7,8.3,0.9,0.2,1.6,21.6,24.6,41417,56,-22.18,-36.68,-35.2,Dense suburban
OH10,Open Post-Redistrict,1139958.82,583102.05,556856.77,61.4,38.6,22.8,,R,R,931475.58,0,931475.58,,31.5,-31.5,,D,R,1190638.66,8434.05,1182204.61,64.1,32.7,31.4,,R,GOP,1396369,1352762.57,43606.43,58.1,41.9,16.2,0,R,4,78.8,16.4,1.7,1.4,0.1,1.5,27.9,29.3,49988,55.6,7.29,1.92,0,Sparse suburban
OH11,D,0,0,0,0,100,-100,,D,D,0,497385.29,-497385.29,,79.5,-79.5,,D,D,21620.08,621791.25,-600171.17,19.7,80.3,-60.6,,D,DEM,4609,590868,-586259,18.1,81.9,-63.8,0,D,-32,41.6,52,3.2,1.5,0.2,1.5,26.8,41.1,35735,24.4,-63.5,-66.19,-64.82,Urban-suburban mix
OH12,R,2505566.95,25180.1,2480386.85,63.5,36.5,27,,R,R,2358505.37,0,2358505.37,,27.8,-27.8,,D,R,1895942.7,22896.78,1873045.92,66.6,29.8,36.8,,R,GOP,7982571.6,4929519.19,3053052.41,52.9,47.1,5.8,1,R,7,90.1,4.4,1.7,2,0.1,1.7,41,39.9,67415,54.1,11.27,10.47,8.98,Sparse suburban
OH13,Open Post-Redistrict,49989.53,985104.48,-935114.95,27.2,72.8,-45.6,,D,D,0,787870.24,-787870.24,,68.5,-68.5,,D,D,0,1252585.81,-1252585.81,32.3,67.7,-35.4,,D,DEM,116711,1586205,-1469494,39.2,60.8,-21.6,0,D,-7,85,10.7,2.2,0.6,0.2,1.3,23.7,24.8,42430,63.9,-6.49,-27.53,-26.47,Sparse suburban
OH14,Open Post-Redistrict,677737.96,0,677737.96,58.2,41.8,16.4,,R,R,2764512.15,1087173.07,1677339.08,,33,-33,,D,R,2032307.12,248477,1783830.12,62.6,37.4,25.2,,R,GOP,3029592.41,2249042.34,780550.07,55.4,44.6,10.8,0,R,5,92,4.2,1.6,1.3,0.1,0.9,34.1,33.9,63362,60.8,11.45,3.31,0.33,Sparse suburban
OH15,R,2541560.71,104440.41,2437120.3,61.6,38.4,23.2,,R,R,2020212.95,127340.34,1892872.61,,34,-34,,D,R,2599706.99,38130.71,2561576.28,66.2,33.8,32.4,,R,GOP,4727227,1416616.51,3310610.49,60.5,39.5,21,0,R,7,92,3.8,1.3,1.4,0.1,1.4,31.4,30.8,61514,63.6,15.48,5.52,6.13,Rural-suburban mix
OH16,R,7971056.9,7720195.63,250861.27,52,48,4,,R,R,1814527.14,65169.11,1749358.03,,36.3,-36.3,,D,R,1769692.71,17945.65,1751747.06,65.3,34.7,30.6,,R,GOP,1943650,367275,1576375,56.8,43.2,13.6,0,R,8,94,2,1.6,1.4,0.1,0.8,33.3,33,64197,62.9,16.65,8.16,4.07,Sparse suburban
OK1,Open Post-Redistrict,772536.97,344516.34,428020.63,66.5,33.5,33,,R,R,0,0,0,,0,0,,D,R,18806,0,18806,100,0,100,,R,GOP,2708060,257787,2450273,59.3,40.7,18.6,1,R,17,74,8.4,4.5,1.6,5.2,6.2,30.2,34,52319,48.8,28.76,31.55,28.34,Sparse suburban
OK2,Open Post-Redistrict,1711460.45,1220585.94,490874.51,59.9,40.1,19.8,,R,R,1110584.3,0,1110584.3,,24.6,-24.6,,D,R,1620254.08,0,1620254.08,70.6,23.2,47.4,,R,GOP,1652916,128522,1524394,69.9,30.1,39.8,0,R,24,70.2,3.5,2.6,0.5,14.9,8.2,17,17.8,40770,57.7,50.08,35.61,31.42,Pure rural
OK3,R,1665973.74,507.61,1665466.13,79,21,58,,R,R,1254509.07,0,1254509.07,,21.4,-21.4,,D,R,1091333.37,0,1091333.37,78.3,21.7,56.6,,R,GOP,1003756,0,1003756,73.9,26.1,47.8,0,R,27,80.6,3.8,5.3,1,5.3,4,22.9,24.5,47724,60.8,52.79,47.84,45.86,Pure rural
OK4,R,773950.43,35892.51,738057.92,71.1,28.9,42.2,,R,R,1147516.86,0,1147516.86,,24.7,-24.7,,D,R,1566363.82,0,1566363.82,69.6,26.1,43.5,,R,GOP,1957842,1436,1956406,67,33,34,0,R,20,76.5,6.5,5.6,1.7,4.5,5.1,25.5,26.7,55183,56,37.4,34.22,32.21,Rural-suburban mix
OK5,R,815426.72,151632.72,663794,61.2,38.8,22.4,,R,Open-Used to be GOP,845632.21,176109.98,669522.23,,36.3,-36.3,,D,R,847767.97,76721.08,771046.89,57.1,36.8,20.3,,R,DEM,796778.3,1565374.75,-768596.45,49.3,50.7,-1.4,0,D,10,68.8,13.9,6.5,2.2,4.3,4.3,30.1,35,49616,44.7,13.4,18.42,18.48,Dense suburban
OR1,D,26937.97,2286046.2,-2259108.23,35.7,64.3,-28.6,,D,D,22238,947313.66,-925075.66,,57.3,-57.3,,D,D,0,941672.71,-941672.71,37,59.6,-22.6,,D,DEM,0,697851,-697851,36.5,63.5,-27,0,D,-9,82.5,1.6,7.1,5.6,0.5,2.8,41.1,43.3,72097,46.7,-22.8,-17.27,-21.84,Dense suburban
OR2,R,2395607.96,34401.22,2361206.74,70.2,29.8,40.4,,R,R,3493643.18,134511.77,3359131.41,,25.7,-25.7,,D,R,3328855.23,0,3328855.23,71.7,28,43.7,,R,GOP,4724785,1249774,3475011,60.8,39.2,21.6,0,R,11,87.7,0.6,7,0.9,1.6,2.3,23.8,25.8,49837,65,20.09,16.37,10.56,Rural-suburban mix
OR3,D,16870.57,981705.69,-964835.12,21,79,-58,,D,D,8377.55,1177555.29,-1169177.74,,72.3,-72.3,,D,D,0,0,0,0,71.8,-71.8,,D,DEM,294,1540121,-1539827,27.2,72.8,-45.6,0,D,-24,80.3,4.6,5.7,5.8,0.6,3.1,41.2,45.4,63231,43.7,-48.26,-47.34,-48.62,Urban-suburban mix
OR4,D,1676372.47,1402654.78,273717.69,39.8,60.2,-20.4,,D,D,1365619.15,1277814,87805.15,,58.6,-58.6,,D,D,57044.96,886114.95,-829069.99,39.7,55.5,-15.8,,D,DEM,167755,1255450,-1087695,44,56,-12,0,D,0,89.5,0.7,4.3,1.6,1.1,2.8,26.7,26.9,46749,65.3,-0.14,-6.76,-11.51,Rural-suburban mix
OR5,D,34092.22,1205428.63,-1171336.41,44,56,-12,,D,D,62990.43,1368117.13,-1305126.7,,53.7,-53.7,,D,D,609615.44,1796162.38,-1186546.94,43,53.5,-10.5,,D,DEM,35313,877793.48,-842480.48,44.9,55.1,-10.2,0,D,0,85.3,0.9,8,2.5,0.8,2.5,30,32.4,60395,57.6,-4.25,-3.37,-8.76,Dense suburban
PA1,D,0,NA,NA,15.1,84.9,-69.8,,D,D,NA,NA,NA,,82.8,-82.8,,D,D,NA,NA,NA,17.8,82.2,-64.4,,D,GOP,13320522.13,16369568.01,-3049045.88,51.3,48.7,2.6,1,R,1,47.3,33.2,13,5.1,0.2,1.2,27.4,39.1,45025,28.7,-61.28,-65.37,-58.13,Sparse suburban
PA2,D,0,NA,NA,9.5,90.5,-81,,D,D,NA,NA,NA,,87.7,-87.7,,D,Open-Used to be Dem,NA,NA,NA,9.8,90.2,-80.4,,D,DEM,0,942300,-942300,21,79,-58,0,D,-25,32.8,56.9,4.8,3.5,0.2,1.8,36.7,68.8,41320,10.2,-82.83,-81.46,-82.19,Pure urban
PA3,R,0,NA,NA,57.2,42.8,14.4,,R,R,NA,NA,NA,,39.4,-39.4,,D,R,NA,NA,NA,100,0,100,,R,DEM,11021,1136538,-1125517,6.6,93.4,-86.8,0,D,-41,93.1,4,1.5,0.5,0.1,0.9,26.5,27,51289,67.9,26.03,12.55,5.97,Pure urban
PA4,Open Post-Redistrict,0,NA,NA,63.4,36.6,26.8,,R,R,NA,NA,NA,,25.5,-25.5,,D,R,NA,NA,NA,66.1,33.9,32.2,,R,DEM,884218.91,1476058.32,-591839.41,36.6,63.4,-26.8,0,D,-7,86.4,6.6,4.3,1.4,0.1,1.1,26.7,27.3,61333,62.8,21.5,15.57,8.74,Sparse suburban
PA5,R,0,NA,NA,62.9,37.1,25.8,,R,R,NA,NA,NA,,36.4,-36.4,,D,R,NA,NA,NA,67.2,32.8,34.4,,R,DEM,471925,1930209.26,-1458284.26,34.9,65.1,-30.2,1,D,-13,94.1,2.5,1.6,0.8,0.2,0.7,25.1,24.8,48410,70.7,28.84,15.6,4.37,Urban-suburban mix
PA6,R,0,NA,NA,57.1,42.9,14.2,,R,Open-Used to be GOP,NA,NA,NA,,43.7,-43.7,,D,R,NA,NA,NA,57.3,42.7,14.6,,R,DEM,215003,3556668.94,-3341665.94,41.2,58.8,-17.6,1,D,-2,88.5,3.9,4,2.6,0.1,0.9,43.2,43.2,82139,50.2,-0.62,2.45,-7.08,Sparse suburban
PA7,R,0,NA,NA,59.4,40.6,18.8,,R,R,NA,NA,NA,,38,-38,,D,R,NA,NA,NA,59.5,40.5,19,,R,DEM,1201245.99,5421014.33,-4219768.34,46.6,53.4,-6.8,0,D,-1,88.3,5.3,2.2,3.4,0,0.9,43.4,42.9,85881,50.4,-2.37,1.84,-3.43,Sparse suburban
PA8,R,0,NA,NA,56.6,43.4,13.2,,R,R,NA,NA,NA,,38.1,-38.1,,D,Open-Used to be GOP,NA,NA,NA,54.5,45.5,9,,R,DEM,2819589.36,2575926.93,243662.43,45.4,54.6,-9.2,0,D,1,89.2,3.3,3.2,3.3,0.1,0.8,39.7,39.9,80199,53.6,0.24,0.07,-7.51,Rural-suburban mix
PA9,R,0,NA,NA,61.7,38.3,23.4,,R,R,NA,NA,NA,,36.5,-36.5,,D,R,NA,NA,NA,63.3,36.7,26.6,,R,GOP,2207480,1538820,668660,59.9,40.1,19.8,1,R,14,94.7,2.7,1.2,0.5,0.1,0.8,18.6,18.5,47697,77.1,42.53,26.95,16.95,Pure rural
PA10,R,0,NA,NA,65.6,34.4,31.2,,R,R,NA,NA,NA,,24.8,-24.8,,D,R,NA,NA,NA,70.2,29.8,40.4,,R,GOP,3141700.48,3496473.24,-354772.76,51.4,48.6,2.8,0,R,6,92.3,3.1,3.1,0.6,0.2,0.8,22.5,22.4,52199,71.6,35.89,21.65,14.14,Sparse suburban
PA11,R,0,NA,NA,58.5,41.5,17,,R,R,NA,NA,NA,,33.7,-33.7,,D,R,NA,NA,NA,63.7,36.3,27.4,,R,GOP,1562519.27,2086977.53,-524458.26,58.6,41.4,17.2,0,R,14,90.1,4.6,3.4,1,0.1,0.8,25.1,25.4,53833,67.2,23.82,9.34,4.62,Sparse suburban
PA12,D,0,NA,NA,51.7,48.3,3.4,,R,R,NA,NA,NA,,40.7,-40.7,,D,R,NA,NA,NA,61.8,38.2,23.6,,R,GOP,877770.91,89014.71,788756.2,66.2,33.8,32.4,0,R,17,94.3,2.9,1,0.9,0.1,0.7,33.7,33.2,60387,63,20.8,16.87,9.38,Pure rural
PA13,D,0,NA,NA,30.9,69.1,-38.2,,D,Open-Used to be Dem,NA,NA,NA,,67.1,-67.1,,D,D,NA,NA,NA,0,100,-100,,D,GOP,1483075.1,433409.06,1049666.04,70.4,29.6,40.8,0,R,22,66.6,17.3,8.2,6.5,0.1,1.4,35.4,40.3,60105,39.7,-33.58,-33.26,-31.69,Pure rural
PA14,D,0,NA,NA,23.1,76.9,-53.8,,D,D,NA,NA,NA,,100,-100,,D,D,NA,NA,NA,25.6,74.4,-48.8,,D,GOP,1005336.44,658655,346681.44,58,42,16,0,R,14,75.8,19.2,1.7,1.5,0.1,1.8,35.4,37.9,44939,47,-35.48,-37.35,-35.09,Rural-suburban mix
PA15,R,0,NA,NA,56.8,43.2,13.6,,R,R,NA,NA,NA,,0,0,,D,R,NA,NA,NA,58.4,38,20.4,,R,GOP,1747.3,81295.44,-79548.14,67.9,32.1,35.8,1,R,20,82,3.7,11.5,1.8,0.1,0.9,29.2,31.2,62755,56.3,7.62,2.9,-5.48,Pure rural
PA16,R,0,NA,NA,58.4,41.6,16.8,,R,R,NA,NA,NA,,42.3,-42.3,,D,Open-Used to be GOP,NA,NA,NA,53.8,42.9,10.9,,R,GOP,3220117.47,2620985.94,599131.53,52.6,47.4,5.2,0,R,8,80.2,5.6,11.9,1.3,0.1,1,25.1,28.4,57144,57.4,6.81,6.1,-1.19,Rural-suburban mix
PA17,Open Post-Redistrict,0,NA,NA,39.7,60.3,-20.6,,D,D,NA,NA,NA,,56.8,-56.8,,D,D,NA,NA,NA,46.2,53.8,-7.6,,D,DEM,3523029.04,4460362.24,-937333.2,43.8,56.2,-12.4,0,D,3,87.2,4.9,5.6,1.2,0.1,0.9,22.7,23.3,51635,66.8,10.12,-12.12,-15.01,Sparse suburban
PA18,R,0,NA,NA,64,36,28,,R,R,NA,NA,NA,,0,0,,D,R,NA,NA,NA,100,0,100,,R,DEM,0,819348,-819348,0,100,-100,0,D,-13,95.1,2.2,0.9,1,0.1,0.8,36.5,36.1,63825,60.7,19.54,16.95,11.48,Urban-suburban mix
RI1,D,1778384.18,2835645.01,-1057260.83,43.5,56.5,-13,,D,D,12852.6,1296595.36,-1283742.76,,59.5,-59.5,,D,D,100816.58,913194.34,-812377.76,35.1,64.5,-29.4,,D,DEM,0,1518481,-1518481,33.3,66.7,-33.4,0,D,-14,79,6.3,10.5,2.2,0.4,1.6,34.2,38.7,56547,48,-25.53,-34.03,-34.84,Urban-suburban mix
RI2,D,999138.46,1131247.74,-132109.28,38.7,61.3,-22.6,,D,D,13547.98,811117.49,-797569.51,,62.2,-62.2,,D,D,2834.26,989612.96,-986778.7,30.7,58.1,-27.4,,D,DEM,3525,715839,-712314,36.4,63.6,-27.2,0,D,-6,85.7,3.3,7.2,2.2,0.4,1.2,34,36.5,63976,54.3,-7.05,-21.55,-21.54,Sparse suburban
SC1,R,1363197.4,156910.81,1206286.59,63.5,36.5,27,,R,R,0,0,0,,0,0,,D,R,165469.81,26238.77,139231.04,58.6,36.8,21.8,,R,DEM,1867418.05,3020618.81,-1153200.76,49.3,50.7,-1.4,1,D,10,75.5,18.3,3.2,1.5,0.3,1.3,39.9,45.4,64973,41.2,13.02,18.06,13.36,Sparse suburban
SC2,R,0,6422,-6422,100,0,100,,R,R,964753.76,0,964753.76,,35.3,-35.3,,D,R,744980.15,69903.87,675076.28,60.2,35.9,24.3,,R,GOP,1648976,151208,1497768,57.5,42.5,15,0,R,12,71.5,22.9,2.6,1.4,0.2,1.4,33.5,36,57253,45.7,17.72,19.71,20.09,Rural-suburban mix
SC3,R,598246.51,17965,580281.51,66.7,33.3,33.4,,R,R,582705.41,19574.47,563130.94,,28.8,-28.8,,D,R,715207.8,9166,706041.8,72.8,27.1,45.7,,R,GOP,694693,300436,394257,69,31,38,0,R,19,78.2,18.5,1.8,0.6,0.2,0.8,22,25.2,45042,58.4,37.99,30.6,28.39,Pure rural
SC4,R,533277.97,200,533077.97,65.8,34.2,31.6,,R,R,0,0,0,,0,0,,D,R,1600569.29,100011.58,1500557.71,67.2,31,36.2,,R,GOP,1486425,519085.62,967339.38,63.4,36.6,26.8,1,R,15,74.6,19.2,3.4,1.6,0.2,1,30.7,35.1,51718,48.4,25.74,25.97,22.86,Sparse suburban
SC5,R,763831.67,34085.83,729745.84,55.6,44.4,11.2,,R,R,1136134.23,51446.36,1084687.87,,41.1,-41.1,,D,R,1317527.76,700295.05,617232.71,59.2,38.7,20.5,,R,GOP,820677.5,1262365.13,-441687.63,58.5,41.5,17,1,R,9,68.8,26.7,2.3,0.8,0.4,1.1,23,27.3,48743,50,18.48,11.49,11.11,Pure rural
SC6,D,0,0,0,0,100,-100,,D,D,0,2245400.3,-2245400.3,,72.5,-72.5,,D,D,0,2172615,-2172615,27.6,70.1,-42.5,,D,DEM,1285,1925952,-1924667,29.5,70.5,-41,0,D,-19,39.6,56.3,2,0.7,0.3,1.2,19.6,27.7,35296,28.6,-36.51,-42.81,-41.14,Pure rural
SC7,Open Post-Redistrict,1115,637925.15,-636810.15,55.6,44.4,11.2,,R,R,876373.93,238051.99,638321.94,,40,-40,,D,R,966223.53,95568.25,870655.28,61,38.9,22.1,,R,GOP,1120130,26188,1093942,59.6,40.4,19.2,0,R,9,68.4,27.9,1.7,0.7,0.6,0.8,20.1,23.2,43146,52.5,18.91,10.11,8.31,Rural-suburban mix
